ds,y,price_mean,promo_sum,supplier_cost_mean,lead_time_mean,stock_mean,dow,month,year
2022-11-07,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,0,11,2022
2022-11-08,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,1,11,2022
2022-11-09,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,2,11,2022
2022-11-10,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,3,11,2022
2022-11-11,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,4,11,2022
2022-11-12,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,5,11,2022
2022-11-13,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,6,11,2022
2022-11-14,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,0,11,2022
2022-11-15,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,1,11,2022
2022-11-16,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,2,11,2022
2022-11-17,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,3,11,2022
2022-11-18,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,4,11,2022
2022-11-19,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,5,11,2022
2022-11-20,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,6,11,2022
2022-11-21,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,0,11,2022
2022-11-22,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,1,11,2022
2022-11-23,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,2,11,2022
2022-11-24,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,3,11,2022
2022-11-25,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,4,11,2022
2022-11-26,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,5,11,2022
2022-11-27,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,6,11,2022
2022-11-28,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,0,11,2022
2022-11-29,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,1,11,2022
2022-11-30,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,2,11,2022
2022-12-01,850.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,3,12,2022
2022-12-02,0.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,4,12,2022
2022-12-03,0.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,5,12,2022
2022-12-04,0.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,6,12,2022
2022-12-05,0.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,0,12,2022
2022-12-06,0.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,1,12,2022
2022-12-07,0.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,2,12,2022
2022-12-08,0.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,3,12,2022
2022-12-09,0.0,11.117142658629096,0.0,1.7279809571919489,8.0,459.0,4,12,2022
2022-12-10,464.0,19.18913486999716,1.0,7.157298337656873,1.0,102.0,5,12,2022
2022-12-11,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,6,12,2022
2022-12-12,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,0,12,2022
2022-12-13,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,1,12,2022
2022-12-14,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,2,12,2022
2022-12-15,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,3,12,2022
2022-12-16,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,4,12,2022
2022-12-17,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,5,12,2022
2022-12-18,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,6,12,2022
2022-12-19,0.0,19.18913486999716,0.0,7.157298337656873,1.0,102.0,0,12,2022
2022-12-20,1764.0,7.033097509658004,1.0,2.837672773639277,4.0,231.0,1,12,2022
2022-12-21,0.0,7.033097509658004,0.0,2.837672773639277,4.0,231.0,2,12,2022
2022-12-22,0.0,7.033097509658004,0.0,2.837672773639277,4.0,231.0,3,12,2022
2022-12-23,0.0,7.033097509658004,0.0,2.837672773639277,4.0,231.0,4,12,2022
2022-12-24,0.0,7.033097509658004,0.0,2.837672773639277,4.0,231.0,5,12,2022
2022-12-25,0.0,7.033097509658004,0.0,2.837672773639277,4.0,231.0,6,12,2022
2022-12-26,0.0,7.033097509658004,0.0,2.837672773639277,4.0,231.0,0,12,2022
2022-12-27,1162.0,5.418475808942222,1.0,2.1871980348851903,1.0,113.0,1,12,2022
2022-12-28,1926.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,2,12,2022
2022-12-29,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,3,12,2022
2022-12-30,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,4,12,2022
2022-12-31,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,5,12,2022
2023-01-01,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,6,1,2023
2023-01-02,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,0,1,2023
2023-01-03,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,1,1,2023
2023-01-04,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,2,1,2023
2023-01-05,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,3,1,2023
2023-01-06,0.0,2.5193424928267367,0.0,9.3855396152794,6.0,78.0,4,1,2023
2023-01-07,623.0,12.448510113014434,1.0,5.915140204424226,2.0,272.0,5,1,2023
2023-01-08,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,6,1,2023
2023-01-09,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,0,1,2023
2023-01-10,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,1,1,2023
2023-01-11,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,2,1,2023
2023-01-12,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,3,1,2023
2023-01-13,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,4,1,2023
2023-01-14,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,5,1,2023
2023-01-15,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,6,1,2023
2023-01-16,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,0,1,2023
2023-01-17,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,1,1,2023
2023-01-18,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,2,1,2023
2023-01-19,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,3,1,2023
2023-01-20,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,4,1,2023
2023-01-21,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,5,1,2023
2023-01-22,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,6,1,2023
2023-01-23,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,0,1,2023
2023-01-24,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,1,1,2023
2023-01-25,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,2,1,2023
2023-01-26,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,3,1,2023
2023-01-27,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,4,1,2023
2023-01-28,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,5,1,2023
2023-01-29,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,6,1,2023
2023-01-30,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,0,1,2023
2023-01-31,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,1,1,2023
2023-02-01,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,2,2,2023
2023-02-02,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,3,2,2023
2023-02-03,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,4,2,2023
2023-02-04,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,5,2,2023
2023-02-05,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,6,2,2023
2023-02-06,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,0,2,2023
2023-02-07,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,1,2,2023
2023-02-08,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,2,2,2023
2023-02-09,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,3,2,2023
2023-02-10,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,4,2,2023
2023-02-11,0.0,12.448510113014434,0.0,5.915140204424226,2.0,272.0,5,2,2023
2023-02-12,877.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,6,2,2023
2023-02-13,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,0,2,2023
2023-02-14,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,1,2,2023
2023-02-15,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,2,2,2023
2023-02-16,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,3,2,2023
2023-02-17,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,4,2,2023
2023-02-18,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,5,2,2023
2023-02-19,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,6,2,2023
2023-02-20,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,0,2,2023
2023-02-21,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,1,2,2023
2023-02-22,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,2,2,2023
2023-02-23,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,3,2,2023
2023-02-24,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,4,2,2023
2023-02-25,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,5,2,2023
2023-02-26,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,6,2,2023
2023-02-27,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,0,2,2023
2023-02-28,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,1,2,2023
2023-03-01,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,2,3,2023
2023-03-02,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,3,3,2023
2023-03-03,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,4,3,2023
2023-03-04,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,5,3,2023
2023-03-05,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,6,3,2023
2023-03-06,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,0,3,2023
2023-03-07,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,1,3,2023
2023-03-08,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,2,3,2023
2023-03-09,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,3,3,2023
2023-03-10,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,4,3,2023
2023-03-11,0.0,3.542270989310285,0.0,8.334299710959455,6.0,125.0,5,3,2023
2023-03-12,1566.0,3.529755079383842,0.0,9.251167694266254,7.0,62.0,6,3,2023
2023-03-13,0.0,3.529755079383842,0.0,9.251167694266254,7.0,62.0,0,3,2023
2023-03-14,0.0,3.529755079383842,0.0,9.251167694266254,7.0,62.0,1,3,2023
2023-03-15,1396.0,18.91379168685197,1.0,2.2456198924417907,2.0,360.0,2,3,2023
2023-03-16,0.0,18.91379168685197,0.0,2.2456198924417907,2.0,360.0,3,3,2023
2023-03-17,0.0,18.91379168685197,0.0,2.2456198924417907,2.0,360.0,4,3,2023
2023-03-18,0.0,18.91379168685197,0.0,2.2456198924417907,2.0,360.0,5,3,2023
2023-03-19,0.0,18.91379168685197,0.0,2.2456198924417907,2.0,360.0,6,3,2023
2023-03-20,0.0,18.91379168685197,0.0,2.2456198924417907,2.0,360.0,0,3,2023
2023-03-21,0.0,18.91379168685197,0.0,2.2456198924417907,2.0,360.0,1,3,2023
2023-03-22,1936.0,16.67751172264537,1.0,6.549304569186359,7.0,139.0,2,3,2023
2023-03-23,0.0,16.67751172264537,0.0,6.549304569186359,7.0,139.0,3,3,2023
2023-03-24,0.0,16.67751172264537,0.0,6.549304569186359,7.0,139.0,4,3,2023
2023-03-25,0.0,16.67751172264537,0.0,6.549304569186359,7.0,139.0,5,3,2023
2023-03-26,0.0,16.67751172264537,0.0,6.549304569186359,7.0,139.0,6,3,2023
2023-03-27,0.0,16.67751172264537,0.0,6.549304569186359,7.0,139.0,0,3,2023
2023-03-28,1085.0,9.5617734778654,1.0,1.7198511027610512,3.0,444.0,1,3,2023
2023-03-29,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,2,3,2023
2023-03-30,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,3,3,2023
2023-03-31,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,4,3,2023
2023-04-01,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,5,4,2023
2023-04-02,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,6,4,2023
2023-04-03,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,0,4,2023
2023-04-04,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,1,4,2023
2023-04-05,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,2,4,2023
2023-04-06,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,3,4,2023
2023-04-07,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,4,4,2023
2023-04-08,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,5,4,2023
2023-04-09,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,6,4,2023
2023-04-10,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,0,4,2023
2023-04-11,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,1,4,2023
2023-04-12,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,2,4,2023
2023-04-13,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,3,4,2023
2023-04-14,0.0,9.5617734778654,0.0,1.7198511027610512,3.0,444.0,4,4,2023
2023-04-15,993.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,5,4,2023
2023-04-16,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,6,4,2023
2023-04-17,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,0,4,2023
2023-04-18,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,1,4,2023
2023-04-19,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,2,4,2023
2023-04-20,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,3,4,2023
2023-04-21,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,4,4,2023
2023-04-22,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,5,4,2023
2023-04-23,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,6,4,2023
2023-04-24,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,0,4,2023
2023-04-25,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,1,4,2023
2023-04-26,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,2,4,2023
2023-04-27,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,3,4,2023
2023-04-28,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,4,4,2023
2023-04-29,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,5,4,2023
2023-04-30,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,6,4,2023
2023-05-01,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,0,5,2023
2023-05-02,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,1,5,2023
2023-05-03,0.0,15.893010858585804,0.0,8.82227305800065,9.0,298.0,2,5,2023
2023-05-04,576.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,3,5,2023
2023-05-05,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,4,5,2023
2023-05-06,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,5,5,2023
2023-05-07,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,6,5,2023
2023-05-08,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,0,5,2023
2023-05-09,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,1,5,2023
2023-05-10,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,2,5,2023
2023-05-11,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,3,5,2023
2023-05-12,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,4,5,2023
2023-05-13,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,5,5,2023
2023-05-14,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,6,5,2023
2023-05-15,0.0,10.08685059694255,0.0,6.678757950307347,5.0,142.0,0,5,2023
2023-05-16,1020.0,3.105351281416333,1.0,3.5613261670915426,1.0,140.0,1,5,2023
2023-05-17,0.0,3.105351281416333,0.0,3.5613261670915426,1.0,140.0,2,5,2023
2023-05-18,0.0,3.105351281416333,0.0,3.5613261670915426,1.0,140.0,3,5,2023
2023-05-19,0.0,3.105351281416333,0.0,3.5613261670915426,1.0,140.0,4,5,2023
2023-05-20,0.0,3.105351281416333,0.0,3.5613261670915426,1.0,140.0,5,5,2023
2023-05-21,0.0,3.105351281416333,0.0,3.5613261670915426,1.0,140.0,6,5,2023
2023-05-22,102.0,4.109992227840728,0.0,6.221298572124395,9.0,476.0,0,5,2023
2023-05-23,1552.0,6.202034842768024,1.0,8.184138510488378,5.0,269.0,1,5,2023
2023-05-24,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,2,5,2023
2023-05-25,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,3,5,2023
2023-05-26,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,4,5,2023
2023-05-27,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,5,5,2023
2023-05-28,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,6,5,2023
2023-05-29,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,0,5,2023
2023-05-30,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,1,5,2023
2023-05-31,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,2,5,2023
2023-06-01,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,3,6,2023
2023-06-02,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,4,6,2023
2023-06-03,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,5,6,2023
2023-06-04,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,6,6,2023
2023-06-05,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,0,6,2023
2023-06-06,0.0,6.202034842768024,0.0,8.184138510488378,5.0,269.0,1,6,2023
2023-06-07,1063.0,11.598451284710327,1.0,3.3048124728689974,8.0,122.0,2,6,2023
2023-06-08,0.0,11.598451284710327,0.0,3.3048124728689974,8.0,122.0,3,6,2023
2023-06-09,0.0,11.598451284710327,0.0,3.3048124728689974,8.0,122.0,4,6,2023
2023-06-10,1928.0,7.0811368178986855,1.0,13.348248577795989,7.0,178.0,5,6,2023
2023-06-11,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,6,6,2023
2023-06-12,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,0,6,2023
2023-06-13,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,1,6,2023
2023-06-14,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,2,6,2023
2023-06-15,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,3,6,2023
2023-06-16,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,4,6,2023
2023-06-17,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,5,6,2023
2023-06-18,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,6,6,2023
2023-06-19,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,0,6,2023
2023-06-20,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,1,6,2023
2023-06-21,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,2,6,2023
2023-06-22,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,3,6,2023
2023-06-23,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,4,6,2023
2023-06-24,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,5,6,2023
2023-06-25,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,6,6,2023
2023-06-26,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,0,6,2023
2023-06-27,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,1,6,2023
2023-06-28,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,2,6,2023
2023-06-29,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,3,6,2023
2023-06-30,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,4,6,2023
2023-07-01,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,5,7,2023
2023-07-02,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,6,7,2023
2023-07-03,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,0,7,2023
2023-07-04,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,1,7,2023
2023-07-05,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,2,7,2023
2023-07-06,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,3,7,2023
2023-07-07,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,4,7,2023
2023-07-08,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,5,7,2023
2023-07-09,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,6,7,2023
2023-07-10,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,0,7,2023
2023-07-11,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,1,7,2023
2023-07-12,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,2,7,2023
2023-07-13,0.0,7.0811368178986855,0.0,13.348248577795989,7.0,178.0,3,7,2023
2023-07-14,852.0,12.684586566481515,0.0,14.0492790619249,4.0,286.0,4,7,2023
2023-07-15,0.0,12.684586566481515,0.0,14.0492790619249,4.0,286.0,5,7,2023
2023-07-16,0.0,12.684586566481515,0.0,14.0492790619249,4.0,286.0,6,7,2023
2023-07-17,0.0,12.684586566481515,0.0,14.0492790619249,4.0,286.0,0,7,2023
2023-07-18,0.0,12.684586566481515,0.0,14.0492790619249,4.0,286.0,1,7,2023
2023-07-19,0.0,12.684586566481515,0.0,14.0492790619249,4.0,286.0,2,7,2023
2023-07-20,153.0,16.95931562536147,1.0,12.36651615930326,1.0,265.0,3,7,2023
2023-07-21,0.0,16.95931562536147,0.0,12.36651615930326,1.0,265.0,4,7,2023
2023-07-22,0.0,16.95931562536147,0.0,12.36651615930326,1.0,265.0,5,7,2023
2023-07-23,788.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,6,7,2023
2023-07-24,0.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,0,7,2023
2023-07-25,0.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,1,7,2023
2023-07-26,0.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,2,7,2023
2023-07-27,0.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,3,7,2023
2023-07-28,0.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,4,7,2023
2023-07-29,0.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,5,7,2023
2023-07-30,0.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,6,7,2023
2023-07-31,0.0,15.241364204908876,0.0,14.883459834960329,4.0,459.0,0,7,2023
2023-08-01,949.0,13.223938418323902,0.0,10.270664024915067,4.0,292.0,1,8,2023
2023-08-02,0.0,13.223938418323902,0.0,10.270664024915067,4.0,292.0,2,8,2023
2023-08-03,0.0,13.223938418323902,0.0,10.270664024915067,4.0,292.0,3,8,2023
2023-08-04,315.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,4,8,2023
2023-08-05,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,5,8,2023
2023-08-06,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,6,8,2023
2023-08-07,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,0,8,2023
2023-08-08,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,1,8,2023
2023-08-09,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,2,8,2023
2023-08-10,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,3,8,2023
2023-08-11,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,4,8,2023
2023-08-12,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,5,8,2023
2023-08-13,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,6,8,2023
2023-08-14,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,0,8,2023
2023-08-15,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,1,8,2023
2023-08-16,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,2,8,2023
2023-08-17,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,3,8,2023
2023-08-18,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,4,8,2023
2023-08-19,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,5,8,2023
2023-08-20,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,6,8,2023
2023-08-21,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,0,8,2023
2023-08-22,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,1,8,2023
2023-08-23,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,2,8,2023
2023-08-24,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,3,8,2023
2023-08-25,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,4,8,2023
2023-08-26,0.0,3.6186350840254726,0.0,10.309014368048764,4.0,449.0,5,8,2023
2023-08-27,1455.0,14.212897318233011,0.0,5.31358681866976,8.0,98.0,6,8,2023
2023-08-28,0.0,14.212897318233011,0.0,5.31358681866976,8.0,98.0,0,8,2023
2023-08-29,0.0,14.212897318233011,0.0,5.31358681866976,8.0,98.0,1,8,2023
2023-08-30,0.0,14.212897318233011,0.0,5.31358681866976,8.0,98.0,2,8,2023
2023-08-31,0.0,14.212897318233011,0.0,5.31358681866976,8.0,98.0,3,8,2023
2023-09-01,0.0,14.212897318233011,0.0,5.31358681866976,8.0,98.0,4,9,2023
2023-09-02,0.0,14.212897318233011,0.0,5.31358681866976,8.0,98.0,5,9,2023
